0.	-0.9927856441090439
5.0000000000000005e-12	-1.0412873844446553
1.0000000000000001e-11	-1.0956639989413985
1.5000000000000003e-11	-1.1406966057733239
2.0000000000000002e-11	-1.1914664741105436
2.5e-11	-1.24126820432571
3.0000000000000006e-11	-1.2907435723736203
3.5e-11	-1.333926740205702
4.0000000000000004e-11	-1.3798294942259366
4.5e-11	-1.4156209027111657
5.e-11	-1.449963191697224
5.5000000000000004e-11	-1.4672799338475144
6.000000000000001e-11	-1.4821403184979272
6.500000000000001e-11	-1.474827683234429
7.e-11	-1.447784372423189
7.5e-11	-1.4050841517080004
8.000000000000001e-11	-1.351815625764858
8.500000000000002e-11	-1.2737892845520422
9.e-11	-1.1889740455840128
9.500000000000001e-11	-1.0952662842140095
1.e-10	-0.9930975344033864
1.0500000000000001e-10	-0.8944598219399524
1.1000000000000001e-10	-0.8007989602283835
1.1500000000000002e-10	-0.7093043832674547
1.2000000000000003e-10	-0.620987975057208
1.25e-10	-0.5478950669014145
1.3000000000000002e-10	-0.47870258012272826
1.3500000000000002e-10	-0.4230733790582399
1.4e-10	-0.37474088881377304
1.4500000000000002e-10	-0.3207389613206504
1.5e-10	-0.2876976260699287
1.55e-10	-0.24994527620152662
1.6000000000000002e-10	-0.22080861567690194
1.6500000000000002e-10	-0.19850533940297874
1.7000000000000003e-10	-0.16901908992074166
1.7500000000000002e-10	-0.14995265867023325
1.8e-10	-0.13759567791386565
1.85e-10	-0.11754544416138099
1.9000000000000002e-10	-0.11155196716171327
1.9500000000000002e-10	-0.0923504266201051
2.e-10	-0.08170344725665055
2.0500000000000004e-10	-0.08144231360840039
2.1000000000000002e-10	-0.06869500407299729
2.15e-10	-0.062492981204479714
2.2000000000000002e-10	-0.05860706461057992
2.25e-10	-0.050995241657881926
2.3000000000000003e-10	-0.048733512367244186
2.35e-10	-0.03614424710961439
2.4000000000000005e-10	-0.039554825719056705
2.4500000000000003e-10	-0.03166072419714998
2.5e-10	-0.03303983439801663
2.5500000000000005e-10	-0.02811154349456226
2.6000000000000003e-10	-0.028970024998784656
2.6500000000000007e-10	-0.020640057203721286
2.7000000000000005e-10	-0.01638205411863461
2.7500000000000003e-10	-0.015605200506161234
2.8e-10	-0.016434197037106087
2.85e-10	-0.015089773315932396
2.9000000000000003e-10	-0.018325580925192594
2.95e-10	-0.01748842211659913
3.e-10	-0.014013868800692452
3.0500000000000003e-10	-0.008180630670015837
3.1e-10	-0.004696347838081446
3.1500000000000005e-10	-0.011919270667292887
3.2000000000000003e-10	-0.009305852582123849
3.25e-10	-0.0051186804659657985
3.3000000000000005e-10	-0.006779607281005667
3.3500000000000003e-10	-0.0034806127283613783
3.4000000000000007e-10	-0.008792054583493426
3.4500000000000005e-10	-0.006919825815973677
3.5000000000000003e-10	-0.006125125591341857
3.55e-10	-0.0012048318957368319
3.6e-10	0.0006606855258613755
3.6500000000000003e-10	-0.0019849873860778213
3.7e-10	0.0032215195938015443
3.75e-10	-0.004056852719652683
3.8000000000000003e-10	0.0011287961401817226
3.85e-10	0.002377361730667038
3.9000000000000005e-10	-0.004660754865592366
3.9500000000000003e-10	-0.0008901743494004527
4.e-10	-0.0032169372031177323
4.05e-10	-0.0018035576473716531
4.100000000000001e-10	-0.00423028163228156
4.1500000000000007e-10	-0.000041096656703953384
4.2000000000000005e-10	0.005305736074460818
4.2500000000000003e-10	0.0019372072290271365
4.3e-10	-0.0030097245844207783
4.3500000000000005e-10	-0.000712306815329133
4.4000000000000003e-10	0.0028352020792750975
4.45e-10	0.006029104625565189
4.5e-10	0.0034342133658114516
4.55e-10	0.003070624478787414
4.6000000000000007e-10	0.0025192396682579576
4.6500000000000005e-10	0.004386560952341587
4.7e-10	0.0015024679372470672
4.75e-10	0.006687414036826986
4.800000000000001e-10	0.0047058050093837095
4.850000000000001e-10	-0.00037661539920715763
4.900000000000001e-10	0.0019092168327604145
4.95e-10	0.004723125470394968
5.e-10	0.007882709521772814
