Experiment	Z spectroscopy	
Saved Date	29.08.2024 16:24:32	
User		
Date		
X (m)	379.778E-9	
Y (m)	-209.886E-9	
Z (m)	-78.8045E-9	
Z offset (m)	1E-9	
Z sweep distance (m)	1E-9	
Settling time (s)	50E-3	
Integration time (s)	400E-3	
Final Z (m)	N/A	
Start time	29.08.2024 16:21:30	
Filter type	None	
Order		
Cutoff frq		

[DATA]
Z rel (m)	Current (A)	Bias (V)	OC D1 Phase (deg)	OC D1 Amplitude (m)	OC M1 Freq. Shift (Hz)	OC M1 Excitation (V)	LI Demod 1 X (A)	LI Demod 1 Y (A)
602.49994E-12	1.0535504E-12	500.00000E-3	164.23319E-3	79.929868E-12	-198.13667E-3	375.50196E-6	-2.3714216E-12	30.884546E-15
599.99994E-12	1.0474908E-12	500.00000E-3	-152.04114E-3	80.068389E-12	-235.29185E-3	357.83011E-6	-2.3984571E-12	16.806399E-15
597.49994E-12	1.0555619E-12	500.00000E-3	-20.013200E-3	80.016438E-12	-227.20221E-3	364.06281E-6	-2.3974113E-12	16.641443E-15
594.99994E-12	1.0476098E-12	500.00000E-3	25.124995E-3	80.017638E-12	-236.27442E-3	386.12846E-6	-2.3617352E-12	14.104002E-15
592.49994E-12	1.0450837E-12	500.00000E-3	30.708181E-3	79.962523E-12	-231.08251E-3	368.46151E-6	-2.3716543E-12	42.722895E-15
589.99994E-12	1.0433131E-12	500.00000E-3	39.355241E-3	80.068459E-12	-210.92014E-3	345.69981E-6	-2.3682460E-12	31.675112E-15
587.49994E-12	1.0458292E-12	500.00000E-3	205.52211E-3	80.025146E-12	-197.41672E-3	321.59238E-6	-2.3877590E-12	10.808095E-15
584.99994E-12	1.0341115E-12	500.00000E-3	-276.92929E-3	79.985060E-12	-258.30555E-3	344.62300E-6	-2.3998884E-12	6.9021983E-15
582.49994E-12	1.0380234E-12	500.00000E-3	94.704092E-3	79.839912E-12	-212.38846E-3	363.44177E-6	-2.3957884E-12	39.322800E-15
579.99994E-12	1.0355263E-12	500.00000E-3	-71.463935E-3	79.950706E-12	-245.63797E-3	368.69646E-6	-2.3817151E-12	7.8605064E-15
577.49994E-12	1.0319387E-12	500.00000E-3	96.342996E-3	79.987933E-12	-200.88050E-3	347.14880E-6	-2.3763673E-12	6.1427397E-15
574.99994E-12	1.0326540E-12	500.00000E-3	33.669867E-3	79.959844E-12	-222.11111E-3	366.13198E-6	-2.3746129E-12	1.7646291E-15
572.49994E-12	1.0277702E-12	500.00000E-3	-33.042166E-3	80.058675E-12	-236.18430E-3	363.31615E-6	-2.3808954E-12	19.371466E-15
569.99994E-12	1.0297837E-12	500.00000E-3	-145.15865E-3	79.832849E-12	-254.91908E-3	373.73177E-6	-2.3696984E-12	25.675281E-15
567.49994E-12	1.0277963E-12	500.00000E-3	164.33354E-3	79.966547E-12	-209.45440E-3	356.79879E-6	-2.3725371E-12	34.969030E-15
564.99994E-12	1.0321198E-12	500.00000E-3	-84.012084E-3	79.910502E-12	-232.21219E-3	379.22975E-6	-2.3942328E-12	15.225807E-15
562.49994E-12	1.0227305E-12	500.00000E-3	145.70487E-3	80.109412E-12	-225.37056E-3	355.74508E-6	-2.3801618E-12	25.032605E-15
559.99994E-12	1.0211811E-12	500.00000E-3	-23.511194E-3	79.921597E-12	-234.01374E-3	406.84332E-6	-2.3777261E-12	9.4868978E-15
557.49994E-12	1.0226873E-12	500.00000E-3	191.31456E-3	79.872310E-12	-229.57931E-3	393.03242E-6	-2.3837312E-12	21.303199E-15
554.99993E-12	1.0265428E-12	500.00000E-3	151.71136E-3	80.195323E-12	-230.66972E-3	334.32181E-6	-2.3844134E-12	9.1115249E-15
552.49993E-12	1.0260525E-12	500.00000E-3	-141.96664E-3	80.090490E-12	-263.59504E-3	347.87742E-6	-2.3555496E-12	7.0127230E-15
549.99993E-12	1.0258242E-12	500.00000E-3	133.51852E-3	79.846948E-12	-205.20028E-3	376.61480E-6	-2.3930025E-12	2.5081762E-15
547.49993E-12	1.0158057E-12	500.00000E-3	-158.30271E-3	80.056350E-12	-254.04012E-3	374.64229E-6	-2.3951611E-12	10.545013E-15
544.99993E-12	1.0168928E-12	500.00000E-3	-42.187255E-3	79.993782E-12	-251.80998E-3	351.62270E-6	-2.3659798E-12	24.254682E-15
542.49993E-12	1.0247864E-12	500.00000E-3	83.480865E-3	80.025431E-12	-242.32884E-3	357.71419E-6	-2.4165314E-12	50.013958E-15
539.99993E-12	1.0201542E-12	500.00000E-3	-85.305467E-3	79.952697E-12	-261.76715E-3	358.70849E-6	-2.3802217E-12	31.131951E-15
537.49993E-12	1.0230394E-12	500.00000E-3	141.02413E-3	79.931693E-12	-221.84612E-3	351.44552E-6	-2.3715546E-12	21.267256E-15
534.99993E-12	1.0163233E-12	500.00000E-3	-197.18905E-3	80.050168E-12	-285.93323E-3	359.80606E-6	-2.3970962E-12	44.951164E-15
532.49999E-12	1.0161524E-12	500.00000E-3	24.440331E-3	80.064032E-12	-248.66313E-3	341.22053E-6	-2.3960450E-12	-19.135308E-15
529.99999E-12	1.0143239E-12	500.00000E-3	-35.505001E-3	80.013378E-12	-225.57569E-3	353.62958E-6	-2.3890226E-12	-12.239215E-15
527.49999E-12	1.0138186E-12	500.00000E-3	150.66634E-3	79.952912E-12	-198.62686E-3	372.27408E-6	-2.3946587E-12	7.5484214E-15
524.99999E-12	1.0141124E-12	500.00000E-3	-198.35208E-3	79.964278E-12	-255.43171E-3	376.76626E-6	-2.3760182E-12	7.4693398E-15
522.49999E-12	1.0139245E-12	500.00000E-3	-60.847405E-3	80.021850E-12	-280.42874E-3	369.77787E-6	-2.3908987E-12	16.050861E-15
519.99999E-12	1.0082214E-12	500.00000E-3	144.94491E-3	80.178558E-12	-236.14472E-3	313.86051E-6	-2.3932618E-12	12.030573E-15
517.49999E-12	1.0119969E-12	500.00000E-3	24.003897E-3	79.882739E-12	-253.04270E-3	341.96003E-6	-2.3856860E-12	27.172070E-15
514.99999E-12	1.0072595E-12	500.00000E-3	135.94708E-3	79.899122E-12	-251.81240E-3	374.25617E-6	-2.3891147E-12	4.9982499E-15
512.49999E-12	1.0153924E-12	500.00000E-3	-13.740882E-3	80.181986E-12	-252.27857E-3	331.23035E-6	-2.3919434E-12	27.254679E-15
509.99999E-12	1.0075186E-12	500.00000E-3	40.108874E-3	79.783763E-12	-258.60363E-3	357.22015E-6	-2.4132092E-12	31.909130E-15
507.49999E-12	1.0091316E-12	500.00000E-3	-744.02482E-6	80.058321E-12	-240.92026E-3	356.21537E-6	-2.3723374E-12	29.557432E-15
504.99999E-12	1.0060244E-12	500.00000E-3	-374.48975E-3	80.054900E-12	-290.73706E-3	349.21480E-6	-2.3903999E-12	17.378998E-15
502.49999E-12	1.0033141E-12	500.00000E-3	376.81672E-3	79.995122E-12	-211.36291E-3	357.26023E-6	-2.3963661E-12	46.770161E-15
499.99999E-12	996.96542E-15	500.00000E-3	-195.94529E-3	79.986566E-12	-264.04175E-3	367.76037E-6	-2.3799485E-12	35.919313E-15
497.49999E-12	998.98703E-15	500.00000E-3	56.553319E-3	79.945800E-12	-275.01097E-3	373.44042E-6	-2.3931820E-12	28.043982E-15
494.99999E-12	989.57062E-15	500.00000E-3	109.89345E-3	80.067647E-12	-252.28336E-3	354.41967E-6	-2.3972996E-12	18.360838E-15
492.49999E-12	996.78349E-15	500.00000E-3	-83.914742E-3	80.127890E-12	-286.75392E-3	342.21355E-6	-2.3838362E-12	29.154129E-15
489.99999E-12	993.27296E-15	500.00000E-3	226.54059E-6	80.038830E-12	-272.97732E-3	337.57824E-6	-2.3824107E-12	-15.018977E-15
487.49998E-12	991.62952E-15	500.00000E-3	143.62808E-3	79.797516E-12	-221.02152E-3	369.69251E-6	-2.3764595E-12	34.551890E-15
484.99998E-12	994.76276E-15	500.00000E-3	60.411878E-3	80.088991E-12	-230.19128E-3	346.58040E-6	-2.3779665E-12	13.311227E-15
482.49998E-12	988.95382E-15	500.00000E-3	-268.29770E-3	80.007563E-12	-281.03006E-3	340.27317E-6	-2.4005340E-12	-8.9799875E-15
479.99998E-12	993.14404E-15	500.00000E-3	179.93015E-3	79.877008E-12	-265.57320E-3	353.09218E-6	-2.3668359E-12	5.0243593E-15
477.49998E-12	993.13494E-15	500.00000E-3	69.878608E-3	79.969795E-12	-272.77207E-3	382.47637E-6	-2.4012506E-12	17.435648E-15
474.99998E-12	980.45931E-15	500.00000E-3	-147.75400E-3	80.112243E-12	-271.55772E-3	344.98103E-6	-2.3833795E-12	18.847535E-15
472.49998E-12	986.27432E-15	500.00000E-3	-124.68060E-3	79.938542E-12	-269.11914E-3	370.97203E-6	-2.3437680E-12	14.657963E-15
469.99998E-12	988.67366E-15	500.00000E-3	-205.99855E-3	80.080199E-12	-289.72897E-3	324.97698E-6	-2.4010642E-12	17.265167E-15
467.49998E-12	983.19399E-15	500.00000E-3	161.60718E-3	79.958692E-12	-290.80501E-3	341.47277E-6	-2.3899520E-12	35.097444E-15
464.99998E-12	985.18188E-15	500.00000E-3	-165.74091E-3	79.918593E-12	-298.46323E-3	366.77244E-6	-2.3786463E-12	11.116402E-15
462.49998E-12	985.37010E-15	500.00000E-3	100.92552E-3	79.859973E-12	-269.27650E-3	372.95077E-6	-2.3871020E-12	33.202224E-15
459.99998E-12	977.99470E-15	500.00000E-3	-105.41260E-3	79.996350E-12	-303.25142E-3	366.58836E-6	-2.3855278E-12	22.218289E-15
457.49998E-12	978.19734E-15	500.00000E-3	215.61170E-3	79.882864E-12	-256.80068E-3	356.17349E-6	-2.3762385E-12	9.2333325E-15
454.99998E-12	977.48480E-15	500.00000E-3	211.66526E-3	79.975387E-12	-258.72827E-3	336.71418E-6	-2.3813323E-12	16.140635E-15
452.49998E-12	979.29163E-15	500.00000E-3	-72.704591E-3	79.785012E-12	-272.37543E-3	381.58984E-6	-2.3701132E-12	4.5617849E-15
449.99998E-12	977.72734E-15	500.00000E-3	-381.71104E-3	80.139610E-12	-345.28705E-3	346.01020E-6	-2.4047745E-12	18.947780E-15
447.49998E-12	965.88156E-15	500.00000E-3	109.29148E-3	79.991319E-12	-276.09050E-3	381.56653E-6	-2.3843546E-12	51.110947E-15
444.99998E-12	972.16690E-15	500.00000E-3	-110.92784E-3	79.930902E-12	-314.79219E-3	392.59344E-6	-2.3589481E-12	22.400240E-15
442.49998E-12	972.91825E-15	500.00000E-3	224.42295E-3	80.115796E-12	-258.87418E-3	349.69582E-6	-2.3890737E-12	1.5024216E-15
439.99998E-12	975.33266E-15	500.00000E-3	-67.601994E-3	80.177115E-12	-244.49576E-3	315.58590E-6	-2.3690891E-12	26.382618E-18
437.49998E-12	972.92140E-15	500.00000E-3	41.231696E-3	79.891663E-12	-290.96070E-3	389.20029E-6	-2.3828357E-12	32.299006E-15
434.99998E-12	967.72482E-15	500.00000E-3	53.760264E-3	80.040155E-12	-254.32703E-3	351.95277E-6	-2.3778037E-12	11.950701E-15
432.49998E-12	968.60053E-15	500.00000E-3	-378.64801E-3	79.839753E-12	-341.61744E-3	340.09721E-6	-2.3821312E-12	12.921299E-15
429.99998E-12	969.16594E-15	500.00000E-3	61.301280E-3	80.136182E-12	-261.70892E-3	338.77077E-6	-2.3623865E-12	9.8871657E-15
427.49998E-12	970.10117E-15	500.00000E-3	-40.854223E-3	79.856684E-12	-294.25284E-3	363.35364E-6	-2.3795076E-12	19.392940E-15
424.99998E-12	965.97795E-15	500.00000E-3	197.30134E-3	80.025139E-12	-282.71535E-3	337.61031E-6	-2.3838086E-12	21.750661E-15
422.49998E-12	968.59435E-15	500.00000E-3	-164.46297E-3	79.988641E-12	-296.73678E-3	357.56189E-6	-2.3820113E-12	19.763550E-15
419.99998E-12	962.18107E-15	500.00000E-3	-210.30013E-3	79.832647E-12	-332.63785E-3	385.04688E-6	-2.3933117E-12	14.859535E-15
417.49998E-12	958.57599E-15	500.00000E-3	125.46314E-3	80.079214E-12	-276.63606E-3	377.66775E-6	-2.3710142E-12	12.081977E-15
414.99998E-12	957.89197E-15	500.00000E-3	27.783779E-3	80.129313E-12	-292.03963E-3	332.11056E-6	-2.3670775E-12	32.443222E-15
412.49998E-12	960.35875E-15	500.00000E-3	-43.861784E-3	79.728703E-12	-322.32144E-3	375.35364E-6	-2.3491946E-12	18.808751E-15
409.99998E-12	958.79793E-15	500.00000E-3	-176.58418E-3	80.101883E-12	-291.43751E-3	333.00463E-6	-2.3508851E-12	22.566218E-15
407.49998E-12	954.60684E-15	500.00000E-3	234.45122E-3	79.993658E-12	-257.05639E-3	358.98696E-6	-2.3619041E-12	7.1576190E-15
404.99998E-12	955.51973E-15	500.00000E-3	-104.30145E-3	80.016452E-12	-317.94447E-3	346.72953E-6	-2.3873902E-12	17.502000E-15
402.49998E-12	958.28662E-15	500.00000E-3	92.369981E-3	79.947098E-12	-317.66924E-3	357.52048E-6	-2.3943107E-12	23.069581E-15
399.99998E-12	954.38663E-15	500.00000E-3	-28.951628E-3	80.001540E-12	-303.55835E-3	374.44770E-6	-2.3670477E-12	12.621957E-15
397.49998E-12	953.78241E-15	500.00000E-3	-91.765471E-3	80.075745E-12	-302.26719E-3	347.56708E-6	-2.4016813E-12	20.659151E-15
394.99998E-12	949.94802E-15	500.00000E-3	-84.293500E-3	80.069312E-12	-340.40722E-3	362.26911E-6	-2.3875526E-12	10.972435E-15
392.49998E-12	948.99793E-15	500.00000E-3	110.48478E-3	80.034888E-12	-289.09954E-3	353.22606E-6	-2.3664989E-12	14.061465E-15
389.99998E-12	945.05794E-15	500.00000E-3	97.265951E-3	80.174686E-12	-299.94985E-3	333.01330E-6	-2.3916589E-12	-7.1658657E-15
387.49998E-12	943.28993E-15	500.00000E-3	-143.58000E-3	79.869659E-12	-324.59784E-3	363.90853E-6	-2.3802143E-12	-10.588409E-15
384.99998E-12	948.69728E-15	500.00000E-3	-222.68033E-3	80.009020E-12	-360.68350E-3	332.83827E-6	-2.3987539E-12	11.480700E-15
382.49998E-12	944.87927E-15	500.00000E-3	-14.539377E-3	79.801228E-12	-326.93985E-3	375.13991E-6	-2.4152061E-12	25.785131E-15
379.99998E-12	946.75613E-15	500.00000E-3	-48.749115E-3	80.010172E-12	-342.39537E-3	357.17682E-6	-2.3733671E-12	28.116198E-15
377.49998E-12	939.27427E-15	500.00000E-3	301.67544E-3	79.882018E-12	-310.74032E-3	379.90886E-6	-2.3785637E-12	29.800212E-15
374.99998E-12	939.11001E-15	500.00000E-3	66.163942E-3	80.029532E-12	-316.69140E-3	369.03651E-6	-2.3586161E-12	29.184849E-15
372.49998E-12	942.65654E-15	500.00000E-3	-14.427545E-3	79.953183E-12	-316.59731E-3	377.34362E-6	-2.4241793E-12	23.629554E-15
369.99998E-12	941.14668E-15	500.00000E-3	-143.23720E-3	80.026090E-12	-344.70236E-3	373.66382E-6	-2.3580452E-12	17.166610E-15
367.49997E-12	940.63386E-15	500.00000E-3	-52.149318E-3	80.124060E-12	-370.77099E-3	347.36595E-6	-2.3797212E-12	21.363353E-15
364.99997E-12	939.38507E-15	500.00000E-3	253.03575E-3	79.754453E-12	-343.90515E-3	380.13107E-6	-2.3771252E-12	17.716319E-15
362.49997E-12	938.12816E-15	500.00000E-3	-119.42039E-3	80.052118E-12	-358.74563E-3	349.58767E-6	-2.4106747E-12	34.628225E-15
359.99997E-12	946.56206E-15	500.00000E-3	-130.07638E-3	79.880047E-12	-373.96005E-3	347.57570E-6	-2.3770280E-12	-7.1363847E-15
357.49997E-12	943.99944E-15	500.00000E-3	135.43922E-3	80.028074E-12	-351.38074E-3	359.88251E-6	-2.3756934E-12	11.760962E-15
354.99997E-12	936.81595E-15	500.00000E-3	247.26841E-3	79.939777E-12	-329.62471E-3	387.10490E-6	-2.4029398E-12	21.119713E-15
352.49997E-12	940.03462E-15	500.00000E-3	-286.20607E-3	80.105374E-12	-389.82436E-3	359.88796E-6	-2.3770218E-12	11.195146E-15
349.99997E-12	941.48723E-15	500.00000E-3	210.89843E-3	79.895736E-12	-340.97746E-3	360.76613E-6	-2.4020337E-12	18.979635E-15
347.49997E-12	941.20718E-15	500.00000E-3	275.94724E-3	79.895542E-12	-291.40177E-3	357.96472E-6	-2.3742265E-12	-12.744078E-15
344.99997E-12	938.12512E-15	500.00000E-3	-54.646518E-3	80.109280E-12	-340.38123E-3	346.24361E-6	-2.3937462E-12	39.109856E-15
342.49997E-12	931.12594E-15	500.00000E-3	64.901799E-3	80.009353E-12	-343.29152E-3	373.65354E-6	-2.3846934E-12	30.098269E-15
339.99997E-12	936.18245E-15	500.00000E-3	-324.16865E-3	80.084731E-12	-385.70130E-3	356.89183E-6	-2.3955850E-12	30.939471E-15
337.49997E-12	933.71849E-15	500.00000E-3	56.291405E-3	79.802491E-12	-351.90338E-3	356.59430E-6	-2.3811298E-12	11.803626E-15
334.99997E-12	936.70959E-15	500.00000E-3	146.45325E-3	80.128570E-12	-325.54570E-3	345.07475E-6	-2.3658547E-12	47.328312E-15
332.49997E-12	933.56941E-15	500.00000E-3	-258.84858E-3	80.070443E-12	-386.70889E-3	339.69467E-6	-2.3810825E-12	17.896993E-15
329.99997E-12	928.39408E-15	500.00000E-3	71.128763E-3	79.999757E-12	-312.73091E-3	322.62516E-6	-2.3881554E-12	10.296109E-15
327.49997E-12	929.38374E-15	500.00000E-3	-114.51941E-3	79.929535E-12	-344.50436E-3	321.20320E-6	-2.3922897E-12	33.909873E-15
324.99997E-12	932.53356E-15	500.00000E-3	-136.57738E-3	79.953981E-12	-382.89529E-3	348.16502E-6	-2.3751931E-12	12.325789E-15
322.49997E-12	929.46918E-15	500.00000E-3	-302.44112E-3	80.069222E-12	-421.19083E-3	333.82038E-6	-2.3819072E-12	9.4472719E-15
319.99997E-12	933.16490E-15	500.00000E-3	190.03350E-3	79.892572E-12	-366.65395E-3	351.68559E-6	-2.3749017E-12	5.0941705E-15
317.49997E-12	936.27146E-15	500.00000E-3	42.878840E-3	79.943843E-12	-338.53737E-3	347.34941E-6	-2.3849345E-12	40.679875E-15
314.99997E-12	924.15734E-15	500.00000E-3	-37.301809E-3	79.985026E-12	-373.37235E-3	357.56023E-6	-2.3924591E-12	23.178874E-15
312.49997E-12	926.14306E-15	500.00000E-3	99.377453E-3	79.814884E-12	-336.78371E-3	388.78398E-6	-2.3753510E-12	10.350394E-15
309.99997E-12	924.84831E-15	500.00000E-3	-207.55525E-3	80.201304E-12	-394.00285E-3	324.04071E-6	-2.4091588E-12	127.86344E-18
307.49997E-12	920.88934E-15	500.00000E-3	-267.00148E-3	79.802123E-12	-419.15086E-3	380.93416E-6	-2.3879947E-12	2.1193531E-15
304.99997E-12	921.51287E-15	500.00000E-3	-6.3502314E-3	79.989536E-12	-437.13889E-3	383.50874E-6	-2.3511286E-12	14.722586E-15
302.49997E-12	923.12280E-15	500.00000E-3	173.41225E-3	79.843243E-12	-398.64677E-3	386.30579E-6	-2.3682892E-12	19.128970E-15
299.99997E-12	920.39549E-15	500.00000E-3	206.78617E-3	80.090642E-12	-372.21968E-3	347.34490E-6	-2.3824430E-12	16.646323E-15
297.49997E-12	923.15543E-15	500.00000E-3	-314.47780E-3	80.055615E-12	-423.99934E-3	345.10458E-6	-2.3878104E-12	16.560255E-15
294.99997E-12	918.18306E-15	500.00000E-3	24.561606E-3	79.880311E-12	-394.43755E-3	393.26661E-6	-2.3903377E-12	19.504812E-15
292.49997E-12	921.15410E-15	500.00000E-3	-36.637563E-3	80.158713E-12	-380.16728E-3	372.84786E-6	-2.3816361E-12	28.471169E-15
289.99997E-12	916.07180E-15	500.00000E-3	55.721294E-3	80.040162E-12	-379.79129E-3	357.09201E-6	-2.3832115E-12	13.646696E-15
287.49997E-12	915.32348E-15	500.00000E-3	122.00470E-3	79.938077E-12	-366.82314E-3	348.77358E-6	-2.4101970E-12	25.214185E-15
284.99997E-12	916.54343E-15	500.00000E-3	35.808992E-3	80.099823E-12	-370.60535E-3	355.94899E-6	-2.3861013E-12	-1.7613547E-15
282.49997E-12	914.15688E-15	500.00000E-3	-137.96541E-3	80.097512E-12	-421.22233E-3	309.15375E-6	-2.3772425E-12	22.784253E-15
279.99997E-12	921.81156E-15	500.00000E-3	-5.5974382E-3	79.862790E-12	-423.73276E-3	364.12038E-6	-2.3927013E-12	32.891289E-15
277.49997E-12	917.50826E-15	500.00000E-3	-65.509468E-3	79.844256E-12	-432.09377E-3	377.07869E-6	-2.4006667E-12	36.948817E-15
274.99997E-12	918.46333E-15	500.00000E-3	55.647317E-3	80.123685E-12	-406.93712E-3	351.65079E-6	-2.3917843E-12	5.3688544E-15
272.49997E-12	909.98942E-15	500.00000E-3	57.520792E-3	79.854255E-12	-395.42419E-3	378.17785E-6	-2.3577388E-12	36.626728E-15
269.99997E-12	909.87320E-15	500.00000E-3	-128.76847E-3	80.110633E-12	-446.43733E-3	343.12115E-6	-2.4235978E-12	40.465871E-15
267.49997E-12	907.55094E-15	500.00000E-3	105.91495E-3	79.961128E-12	-447.52654E-3	368.54748E-6	-2.3685726E-12	32.469283E-15
264.99997E-12	914.61810E-15	500.00000E-3	74.025370E-3	80.084071E-12	-437.10813E-3	336.62064E-6	-2.4121566E-12	7.1291307E-15
262.49997E-12	909.57938E-15	500.00000E-3	11.550513E-3	80.015577E-12	-479.68802E-3	332.05442E-6	-2.3861735E-12	-6.2972656E-15
259.99997E-12	913.45052E-15	500.00000E-3	92.226386E-3	79.924373E-12	-421.40615E-3	373.99615E-6	-2.3717176E-12	19.174131E-15
257.49997E-12	914.31799E-15	500.00000E-3	105.67085E-3	79.898893E-12	-432.37072E-3	373.03043E-6	-2.3758914E-12	4.0399147E-15
254.99997E-12	908.70172E-15	500.00000E-3	12.488735E-3	79.955167E-12	-415.88610E-3	392.82750E-6	-2.3891028E-12	14.481622E-15
252.49997E-12	911.11721E-15	500.00000E-3	-136.27633E-3	80.098095E-12	-424.72970E-3	357.20607E-6	-2.3918925E-12	-5.2759751E-15
249.99997E-12	909.62199E-15	500.00000E-3	-208.06992E-3	80.110883E-12	-469.33460E-3	357.99405E-6	-2.3880804E-12	8.6609881E-15
247.49996E-12	913.57683E-15	500.00000E-3	-13.222955E-3	79.995240E-12	-444.09817E-3	370.74205E-6	-2.3991276E-12	35.774741E-15
244.99996E-12	912.71988E-15	500.00000E-3	120.36480E-3	80.002852E-12	-437.81605E-3	362.88321E-6	-2.3982290E-12	11.909637E-15
242.49996E-12	907.17565E-15	500.00000E-3	-41.162413E-3	79.947798E-12	-463.75704E-3	360.47961E-6	-2.4029984E-12	23.373403E-15
239.99996E-12	907.36132E-15	500.00000E-3	-234.09179E-3	80.035742E-12	-476.58733E-3	371.58959E-6	-2.3974568E-12	-8.4893496E-15
237.49996E-12	906.90595E-15	500.00000E-3	200.13270E-3	80.131506E-12	-455.68404E-3	348.78694E-6	-2.3777161E-12	15.491543E-15
234.99996E-12	910.60492E-15	500.00000E-3	-115.07180E-3	79.825091E-12	-498.31867E-3	403.62851E-6	-2.3953762E-12	-1.5617008E-15
232.49996E-12	908.65027E-15	500.00000E-3	63.855186E-3	79.901148E-12	-453.73663E-3	382.64767E-6	-2.3698424E-12	19.623651E-15
229.99996E-12	904.35705E-15	500.00000E-3	-178.56760E-3	80.150137E-12	-474.35600E-3	339.96403E-6	-2.3871809E-12	29.950153E-15
227.49996E-12	907.38506E-15	500.00000E-3	-64.286307E-3	79.827499E-12	-497.79838E-3	396.06460E-6	-2.4124648E-12	24.545163E-15
224.99996E-12	900.82569E-15	500.00000E-3	288.56942E-3	80.284938E-12	-447.36382E-3	334.64134E-6	-2.3784978E-12	27.759416E-15
222.49996E-12	902.45655E-15	500.00000E-3	-130.72422E-3	79.787059E-12	-473.64414E-3	377.91362E-6	-2.3952351E-12	37.676666E-15
219.99996E-12	903.96283E-15	500.00000E-3	59.368432E-3	80.047087E-12	-484.25516E-3	362.75751E-6	-2.3977263E-12	21.923102E-15
217.49996E-12	916.10801E-15	500.00000E-3	99.994361E-3	80.085619E-12	-478.18023E-3	318.85767E-6	-2.3890531E-12	13.669652E-15
214.99996E-12	909.47329E-15	500.00000E-3	-95.946603E-3	79.972237E-12	-480.73861E-3	340.43446E-6	-2.3844579E-12	29.335668E-15
212.49996E-12	903.15407E-15	500.00000E-3	-94.779059E-3	79.975492E-12	-495.23112E-3	371.38994E-6	-2.4074015E-12	32.137097E-15
209.99996E-12	904.07868E-15	500.00000E-3	-214.94257E-3	79.906699E-12	-529.51485E-3	372.64163E-6	-2.3775836E-12	8.5635251E-15
207.49996E-12	901.75176E-15	500.00000E-3	149.54235E-3	79.887284E-12	-460.26087E-3	367.92393E-6	-2.3848768E-12	31.740171E-15
204.99996E-12	901.87975E-15	500.00000E-3	-97.139962E-3	79.862734E-12	-527.38613E-3	379.10993E-6	-2.3704983E-12	29.526085E-15
202.49996E-12	900.39418E-15	500.00000E-3	90.613782E-3	80.114734E-12	-489.30252E-3	358.53358E-6	-2.3676276E-12	32.241750E-15
199.99996E-12	905.21362E-15	500.00000E-3	161.71834E-3	80.000756E-12	-478.36667E-3	342.97089E-6	-2.3771818E-12	-4.5417055E-15
197.49996E-12	902.23803E-15	500.00000E-3	162.37161E-3	80.052458E-12	-460.17894E-3	339.47037E-6	-2.3797468E-12	22.032767E-15
194.99996E-12	904.86668E-15	500.00000E-3	-560.70614E-3	80.006571E-12	-556.97161E-3	362.65043E-6	-2.3879863E-12	24.347960E-15
192.49996E-12	903.75325E-15	500.00000E-3	-278.25549E-3	79.924033E-12	-585.03067E-3	366.16105E-6	-2.3714561E-12	39.134969E-15
189.99996E-12	899.27230E-15	500.00000E-3	113.06852E-3	80.113645E-12	-534.81644E-3	342.27237E-6	-2.3826295E-12	1.6788446E-15
187.49996E-12	897.99560E-15	500.00000E-3	-152.56785E-3	79.797773E-12	-564.49002E-3	389.83510E-6	-2.3909785E-12	15.365615E-15
184.99996E-12	907.42875E-15	500.00000E-3	-137.63627E-3	79.932970E-12	-589.85478E-3	383.51797E-6	-2.4004774E-12	17.180938E-15
182.49996E-12	902.35783E-15	500.00000E-3	239.78151E-3	80.073066E-12	-522.27288E-3	332.98397E-6	-2.3781613E-12	13.050741E-15
179.99996E-12	904.28018E-15	500.00000E-3	40.436983E-3	79.915151E-12	-548.10995E-3	375.14392E-6	-2.3727095E-12	-23.671835E-15
177.49996E-12	904.98491E-15	500.00000E-3	22.123069E-3	80.166783E-12	-542.27477E-3	321.45649E-6	-2.3953476E-12	10.738246E-15
174.99996E-12	911.46914E-15	500.00000E-3	921.51033E-6	79.954689E-12	-568.60822E-3	363.79075E-6	-2.3577251E-12	-13.954082E-15
172.49996E-12	907.28672E-15	500.00000E-3	70.839956E-3	79.981639E-12	-552.34927E-3	360.32844E-6	-2.3818345E-12	37.409986E-15
169.99996E-12	911.64565E-15	500.00000E-3	-142.68284E-3	79.905770E-12	-566.47575E-3	343.99374E-6	-2.3699100E-12	31.929913E-15
167.49996E-12	913.55601E-15	500.00000E-3	88.167630E-3	79.976699E-12	-558.46804E-3	368.05824E-6	-2.3862089E-12	-2.3704160E-15
164.99996E-12	910.30699E-15	500.00000E-3	166.67047E-3	80.094570E-12	-533.87666E-3	335.92628E-6	-2.3747467E-12	38.842549E-15
162.49996E-12	908.41728E-15	500.00000E-3	-30.076159E-3	80.126288E-12	-570.57512E-3	322.31180E-6	-2.3913089E-12	6.5513056E-15
159.99996E-12	913.85981E-15	500.00000E-3	-187.11412E-3	80.000034E-12	-596.08263E-3	349.41212E-6	-2.3845210E-12	5.1602560E-15
157.49996E-12	912.70849E-15	500.00000E-3	-109.14088E-3	80.035076E-12	-605.53974E-3	353.33016E-6	-2.3649797E-12	20.014430E-15
154.99996E-12	917.68964E-15	500.00000E-3	259.85020E-3	80.098067E-12	-562.29091E-3	324.89293E-6	-2.3948541E-12	-4.7777757E-15
